,arr_delay,name
845,-10.0,United Air Lines Inc.
846,-19.0,American Airlines Inc.
847,12.0,United Air Lines Inc.
848,-23.0,JetBlue Airways
849,-16.0,JetBlue Airways
850,-10.0,JetBlue Airways
851,11.0,JetBlue Airways
852,21.0,American Airlines Inc.
853,0.0,JetBlue Airways
854,-7.0,Delta Air Lines Inc.
855,1.0,ExpressJet Airlines Inc.
856,0.0,Delta Air Lines Inc.
857,9.0,Delta Air Lines Inc.
858,23.0,AirTran Airways Corporation
859,-15.0,United Air Lines Inc.
860,-52.0,United Air Lines Inc.
861,-1.0,United Air Lines Inc.
862,25.0,ExpressJet Airlines Inc.
863,-27.0,ExpressJet Airlines Inc.
864,4.0,Endeavor Air Inc.
865,0.0,JetBlue Airways
866,12.0,Southwest Airlines Co.
867,-17.0,Envoy Air
868,12.0,United Air Lines Inc.
869,-13.0,US Airways Inc.
870,-12.0,American Airlines Inc.
871,-4.0,United Air Lines Inc.
872,-44.0,United Air Lines Inc.
873,1.0,Delta Air Lines Inc.
874,5.0,Delta Air Lines Inc.
875,-11.0,American Airlines Inc.
876,15.0,JetBlue Airways
877,19.0,ExpressJet Airlines Inc.
878,10.0,Delta Air Lines Inc.
879,31.0,Southwest Airlines Co.
880,11.0,JetBlue Airways
881,-7.0,JetBlue Airways
882,44.0,United Air Lines Inc.
883,20.0,US Airways Inc.
884,-3.0,American Airlines Inc.
885,-10.0,Envoy Air
886,43.0,Envoy Air
887,3.0,Envoy Air
888,1.0,United Air Lines Inc.
889,8.0,United Air Lines Inc.
890,17.0,US Airways Inc.
891,3.0,Delta Air Lines Inc.
892,15.0,Southwest Airlines Co.
893,11.0,ExpressJet Airlines Inc.
894,17.0,ExpressJet Airlines Inc.
895,-4.0,US Airways Inc.
896,27.0,JetBlue Airways
897,6.0,Delta Air Lines Inc.
898,-13.0,Southwest Airlines Co.
899,0.0,ExpressJet Airlines Inc.
900,1.0,United Air Lines Inc.
901,-4.0,American Airlines Inc.
902,17.0,United Air Lines Inc.
903,-9.0,United Air Lines Inc.
904,23.0,ExpressJet Airlines Inc.
905,-6.0,US Airways Inc.
906,6.0,United Air Lines Inc.
907,-17.0,JetBlue Airways
908,-15.0,United Air Lines Inc.
909,9.0,ExpressJet Airlines Inc.
910,33.0,American Airlines Inc.
911,-6.0,JetBlue Airways
912,-5.0,JetBlue Airways
913,13.0,US Airways Inc.
914,-27.0,United Air Lines Inc.
915,-31.0,United Air Lines Inc.
916,15.0,US Airways Inc.
917,-39.0,Delta Air Lines Inc.
918,-12.0,United Air Lines Inc.
919,-59.0,Delta Air Lines Inc.
920,8.0,United Air Lines Inc.
921,-4.0,American Airlines Inc.
922,-13.0,JetBlue Airways
923,-3.0,Delta Air Lines Inc.
924,-4.0,Delta Air Lines Inc.
925,-5.0,Delta Air Lines Inc.
926,6.0,JetBlue Airways
927,34.0,Envoy Air
928,-3.0,US Airways Inc.
929,-26.0,Virgin America
930,37.0,ExpressJet Airlines Inc.
931,1.0,American Airlines Inc.
932,2.0,American Airlines Inc.
933,18.0,Delta Air Lines Inc.
934,46.0,United Air Lines Inc.
935,26.0,JetBlue Airways
936,-5.0,Delta Air Lines Inc.
937,-12.0,United Air Lines Inc.
938,29.0,American Airlines Inc.
939,-23.0,Envoy Air
940,-23.0,American Airlines Inc.
941,-8.0,JetBlue Airways
942,4.0,Delta Air Lines Inc.
943,12.0,United Air Lines Inc.
944,-9.0,American Airlines Inc.
945,1.0,JetBlue Airways
946,-25.0,United Air Lines Inc.
947,-2.0,United Air Lines Inc.
948,90.0,Envoy Air
949,-41.0,Alaska Airlines Inc.
950,-3.0,United Air Lines Inc.
951,-36.0,Virgin America
952,-4.0,United Air Lines Inc.
953,9.0,United Air Lines Inc.
954,6.0,AirTran Airways Corporation
955,8.0,JetBlue Airways
956,-45.0,Delta Air Lines Inc.
957,0.0,JetBlue Airways
958,5.0,American Airlines Inc.
959,24.0,JetBlue Airways
960,7.0,United Air Lines Inc.
961,4.0,JetBlue Airways
962,-30.0,JetBlue Airways
963,20.0,Southwest Airlines Co.
964,-9.0,United Air Lines Inc.
965,6.0,JetBlue Airways
966,-4.0,American Airlines Inc.
967,-9.0,American Airlines Inc.
968,2.0,United Air Lines Inc.
969,10.0,Southwest Airlines Co.
970,12.0,ExpressJet Airlines Inc.
971,-14.0,United Air Lines Inc.
972,1.0,Endeavor Air Inc.
973,10.0,Delta Air Lines Inc.
974,32.0,American Airlines Inc.
975,-11.0,United Air Lines Inc.
976,-3.0,JetBlue Airways
977,28.0,United Air Lines Inc.
978,-3.0,Endeavor Air Inc.
979,-3.0,ExpressJet Airlines Inc.
980,-6.0,ExpressJet Airlines Inc.
981,13.0,United Air Lines Inc.
982,75.0,ExpressJet Airlines Inc.
983,-4.0,Delta Air Lines Inc.
984,6.0,JetBlue Airways
985,-18.0,JetBlue Airways
986,-2.0,Delta Air Lines Inc.
987,-29.0,Delta Air Lines Inc.
988,19.0,US Airways Inc.
989,-18.0,American Airlines Inc.
990,-18.0,JetBlue Airways
991,-14.0,Delta Air Lines Inc.
992,56.0,American Airlines Inc.
993,-4.0,Envoy Air
994,-31.0,United Air Lines Inc.
995,-15.0,American Airlines Inc.
996,4.0,Delta Air Lines Inc.
997,4.0,Delta Air Lines Inc.
998,4.0,US Airways Inc.
999,2.0,JetBlue Airways
1000,-6.0,Delta Air Lines Inc.
1001,4.0,Delta Air Lines Inc.
1002,-5.0,Delta Air Lines Inc.
1003,-11.0,Envoy Air
1004,-19.0,Delta Air Lines Inc.
1005,-2.0,Envoy Air
1006,-12.0,Envoy Air
1008,8.0,Endeavor Air Inc.
1009,6.0,American Airlines Inc.
1010,39.0,JetBlue Airways
1011,1.0,JetBlue Airways
1012,24.0,Delta Air Lines Inc.
1013,12.0,JetBlue Airways
1014,-11.0,JetBlue Airways
1015,31.0,United Air Lines Inc.
1016,-1.0,United Air Lines Inc.
1017,23.0,AirTran Airways Corporation
1018,-23.0,American Airlines Inc.
1019,-16.0,Delta Air Lines Inc.
1020,-13.0,American Airlines Inc.
1021,-5.0,Delta Air Lines Inc.
1022,48.0,ExpressJet Airlines Inc.
1023,18.0,Frontier Airlines Inc.
1024,-14.0,Delta Air Lines Inc.
1025,-6.0,Envoy Air
1026,-3.0,ExpressJet Airlines Inc.
1027,-15.0,Endeavor Air Inc.
1028,9.0,JetBlue Airways
1029,-16.0,ExpressJet Airlines Inc.
1030,1.0,American Airlines Inc.
1031,-6.0,United Air Lines Inc.
1033,21.0,ExpressJet Airlines Inc.
1034,41.0,Southwest Airlines Co.
1035,58.0,ExpressJet Airlines Inc.
1036,38.0,Endeavor Air Inc.
1037,13.0,American Airlines Inc.
1038,-3.0,Envoy Air
1039,21.0,United Air Lines Inc.
1040,1.0,ExpressJet Airlines Inc.
1041,70.0,Endeavor Air Inc.
1042,-18.0,Envoy Air
1043,5.0,Endeavor Air Inc.
1044,12.0,JetBlue Airways
1045,-11.0,United Air Lines Inc.
1046,3.0,ExpressJet Airlines Inc.
1047,15.0,Endeavor Air Inc.
1048,-11.0,JetBlue Airways
1049,-13.0,United Air Lines Inc.
1050,65.0,ExpressJet Airlines Inc.
1051,-36.0,United Air Lines Inc.
1052,5.0,American Airlines Inc.
1053,22.0,Southwest Airlines Co.
1054,-15.0,Delta Air Lines Inc.
1055,-57.0,Delta Air Lines Inc.
1056,-29.0,Envoy Air
1057,10.0,American Airlines Inc.
1058,-5.0,Delta Air Lines Inc.
1059,-10.0,Delta Air Lines Inc.
1060,-25.0,Delta Air Lines Inc.
1061,48.0,United Air Lines Inc.
1062,27.0,ExpressJet Airlines Inc.
1063,-12.0,United Air Lines Inc.
1064,11.0,United Air Lines Inc.
1065,-16.0,United Air Lines Inc.
1066,-4.0,Delta Air Lines Inc.
1067,2.0,United Air Lines Inc.
1068,-29.0,United Air Lines Inc.
1069,-7.0,Virgin America
1070,-1.0,JetBlue Airways
1072,21.0,JetBlue Airways
1073,-5.0,Hawaiian Airlines Inc.
1074,9.0,US Airways Inc.
1075,-6.0,Delta Air Lines Inc.
1076,16.0,JetBlue Airways
1077,37.0,United Air Lines Inc.
1078,8.0,Envoy Air
1079,9.0,United Air Lines Inc.
1080,-1.0,JetBlue Airways
1081,57.0,ExpressJet Airlines Inc.
1082,-5.0,American Airlines Inc.
1083,8.0,American Airlines Inc.
1085,10.0,JetBlue Airways
1086,16.0,JetBlue Airways
1087,-5.0,JetBlue Airways
1088,-16.0,Virgin America
1089,84.0,ExpressJet Airlines Inc.
1090,62.0,JetBlue Airways
1091,29.0,United Air Lines Inc.
1092,99.0,US Airways Inc.
1093,-4.0,Delta Air Lines Inc.
1094,3.0,United Air Lines Inc.
1095,15.0,United Air Lines Inc.
1096,2.0,Southwest Airlines Co.
1097,2.0,Delta Air Lines Inc.
1098,34.0,United Air Lines Inc.
1099,2.0,JetBlue Airways
1100,-10.0,Southwest Airlines Co.
1101,52.0,ExpressJet Airlines Inc.
1102,23.0,JetBlue Airways
1103,22.0,JetBlue Airways
1104,97.0,ExpressJet Airlines Inc.
1105,12.0,ExpressJet Airlines Inc.
1106,-17.0,American Airlines Inc.
1107,-1.0,Envoy Air
1108,72.0,ExpressJet Airlines Inc.
1109,-6.0,JetBlue Airways
1110,-5.0,Endeavor Air Inc.
1111,-20.0,ExpressJet Airlines Inc.
1112,0.0,Southwest Airlines Co.
1113,-5.0,Delta Air Lines Inc.
1114,23.0,ExpressJet Airlines Inc.
1115,-32.0,United Air Lines Inc.
1116,-7.0,Delta Air Lines Inc.
1117,9.0,JetBlue Airways
1118,-18.0,US Airways Inc.
1119,46.0,ExpressJet Airlines Inc.
1120,85.0,Endeavor Air Inc.
1121,-7.0,JetBlue Airways
1122,-2.0,United Air Lines Inc.
1123,14.0,US Airways Inc.
1124,14.0,US Airways Inc.
1125,-12.0,Envoy Air
1126,5.0,US Airways Inc.
1127,-17.0,Delta Air Lines Inc.
1128,-10.0,AirTran Airways Corporation
1129,14.0,US Airways Inc.
1130,10.0,Delta Air Lines Inc.
1131,0.0,American Airlines Inc.
1132,12.0,ExpressJet Airlines Inc.
1133,-11.0,JetBlue Airways
1134,-6.0,Delta Air Lines Inc.
1135,4.0,Envoy Air
1136,-11.0,United Air Lines Inc.
1137,3.0,Delta Air Lines Inc.
1138,-30.0,Virgin America
1139,-14.0,ExpressJet Airlines Inc.
1140,0.0,United Air Lines Inc.
1141,63.0,ExpressJet Airlines Inc.
1142,2.0,JetBlue Airways
1143,17.0,United Air Lines Inc.
1144,19.0,ExpressJet Airlines Inc.
1145,7.0,American Airlines Inc.
1146,7.0,Envoy Air
1147,4.0,JetBlue Airways
1148,7.0,Delta Air Lines Inc.
1149,-6.0,United Air Lines Inc.
1150,-14.0,JetBlue Airways
1151,73.0,Envoy Air
1152,-23.0,Delta Air Lines Inc.
1153,-44.0,United Air Lines Inc.
1154,28.0,United Air Lines Inc.
1155,-9.0,American Airlines Inc.
1156,-10.0,Delta Air Lines Inc.
1157,-25.0,US Airways Inc.
1158,98.0,JetBlue Airways
1159,2.0,Delta Air Lines Inc.
1160,-8.0,Envoy Air
1161,-26.0,United Air Lines Inc.
1162,-14.0,US Airways Inc.
1163,26.0,United Air Lines Inc.
1164,-48.0,JetBlue Airways
1165,15.0,United Air Lines Inc.
1166,-30.0,United Air Lines Inc.
1167,-14.0,Southwest Airlines Co.
1168,5.0,American Airlines Inc.
1169,-6.0,JetBlue Airways
1170,-3.0,Delta Air Lines Inc.
1171,3.0,Envoy Air
1172,21.0,American Airlines Inc.
1173,17.0,Delta Air Lines Inc.
1174,-2.0,ExpressJet Airlines Inc.
1175,-23.0,Delta Air Lines Inc.
1176,54.0,United Air Lines Inc.
1177,10.0,American Airlines Inc.
1178,8.0,US Airways Inc.
1179,46.0,ExpressJet Airlines Inc.
1181,-32.0,United Air Lines Inc.
1182,-4.0,Delta Air Lines Inc.
1183,8.0,Southwest Airlines Co.
1184,-6.0,JetBlue Airways
1185,-23.0,United Air Lines Inc.
1186,-23.0,United Air Lines Inc.
1187,-14.0,Virgin America
1188,24.0,JetBlue Airways
1189,-9.0,Delta Air Lines Inc.
1190,-9.0,American Airlines Inc.
1191,3.0,Delta Air Lines Inc.
1192,-32.0,United Air Lines Inc.
1193,11.0,Delta Air Lines Inc.
1194,-2.0,Envoy Air
1195,-9.0,AirTran Airways Corporation
1196,-7.0,Delta Air Lines Inc.
1197,-2.0,Envoy Air
1198,0.0,American Airlines Inc.
1199,-11.0,JetBlue Airways
1200,15.0,JetBlue Airways
1201,-20.0,Delta Air Lines Inc.
1202,-3.0,Envoy Air
1203,-26.0,United Air Lines Inc.
1204,-19.0,JetBlue Airways
1205,1.0,Delta Air Lines Inc.
1206,33.0,ExpressJet Airlines Inc.
1207,-7.0,Delta Air Lines Inc.
1208,12.0,US Airways Inc.
1209,43.0,Southwest Airlines Co.
1210,8.0,United Air Lines Inc.
1211,-41.0,Virgin America
1212,10.0,Envoy Air
1213,1.0,American Airlines Inc.
1214,37.0,ExpressJet Airlines Inc.
1215,4.0,Envoy Air
1216,-17.0,ExpressJet Airlines Inc.
1217,5.0,United Air Lines Inc.
1218,46.0,ExpressJet Airlines Inc.
1219,11.0,United Air Lines Inc.
1220,6.0,American Airlines Inc.
1221,-11.0,JetBlue Airways
1222,-16.0,Envoy Air
1223,-13.0,JetBlue Airways
1224,-8.0,United Air Lines Inc.
1225,15.0,ExpressJet Airlines Inc.
1226,102.0,ExpressJet Airlines Inc.
1227,6.0,ExpressJet Airlines Inc.
1228,31.0,ExpressJet Airlines Inc.
1229,-15.0,ExpressJet Airlines Inc.
1230,-7.0,Envoy Air
1231,6.0,JetBlue Airways
1232,4.0,United Air Lines Inc.
1233,0.0,Delta Air Lines Inc.
1234,-2.0,Southwest Airlines Co.
1235,47.0,Envoy Air
1236,47.0,ExpressJet Airlines Inc.
1237,8.0,Southwest Airlines Co.
1238,-22.0,American Airlines Inc.
1239,16.0,American Airlines Inc.
1240,-55.0,Delta Air Lines Inc.
1241,25.0,ExpressJet Airlines Inc.
1243,-42.0,Delta Air Lines Inc.
1244,5.0,American Airlines Inc.
1245,-35.0,JetBlue Airways
1246,-1.0,American Airlines Inc.
1247,-11.0,United Air Lines Inc.
1248,-3.0,Endeavor Air Inc.
1249,8.0,Delta Air Lines Inc.
1250,-1.0,US Airways Inc.
1251,5.0,JetBlue Airways
1252,8.0,Delta Air Lines Inc.
1253,24.0,Southwest Airlines Co.
1254,-15.0,ExpressJet Airlines Inc.
1255,2.0,Delta Air Lines Inc.
1256,6.0,United Air Lines Inc.
1257,2.0,Southwest Airlines Co.
1258,-2.0,Envoy Air
1259,-4.0,United Air Lines Inc.
1260,-1.0,United Air Lines Inc.
1261,7.0,JetBlue Airways
1262,-6.0,JetBlue Airways
1263,2.0,American Airlines Inc.
1264,-2.0,AirTran Airways Corporation
1265,13.0,US Airways Inc.
1266,4.0,ExpressJet Airlines Inc.
1267,21.0,JetBlue Airways
1268,-2.0,United Air Lines Inc.
1269,18.0,Southwest Airlines Co.
1270,8.0,Envoy Air
1271,9.0,JetBlue Airways
1272,-13.0,Delta Air Lines Inc.
1273,-5.0,Virgin America
1274,-20.0,ExpressJet Airlines Inc.
1275,-20.0,JetBlue Airways
1276,83.0,ExpressJet Airlines Inc.
1277,-6.0,JetBlue Airways
1279,-14.0,ExpressJet Airlines Inc.
1280,45.0,JetBlue Airways
1281,-2.0,ExpressJet Airlines Inc.
1282,5.0,JetBlue Airways
1283,35.0,ExpressJet Airlines Inc.
1284,3.0,JetBlue Airways
1285,12.0,JetBlue Airways
1286,9.0,United Air Lines Inc.
1287,96.0,ExpressJet Airlines Inc.
1288,44.0,ExpressJet Airlines Inc.
1289,-17.0,American Airlines Inc.
1290,107.0,Delta Air Lines Inc.
1291,-15.0,American Airlines Inc.
1292,16.0,Delta Air Lines Inc.
1293,-4.0,United Air Lines Inc.
1294,47.0,American Airlines Inc.
1295,3.0,Envoy Air
1296,-13.0,US Airways Inc.
1297,-1.0,Southwest Airlines Co.
1298,38.0,ExpressJet Airlines Inc.
1299,-34.0,JetBlue Airways
1300,25.0,JetBlue Airways
1301,8.0,United Air Lines Inc.
1302,-6.0,ExpressJet Airlines Inc.
1303,6.0,JetBlue Airways
1304,30.0,Envoy Air
1305,7.0,ExpressJet Airlines Inc.
1306,-10.0,Delta Air Lines Inc.
1307,-6.0,AirTran Airways Corporation
1308,-14.0,Delta Air Lines Inc.
1309,-30.0,Envoy Air
1311,-27.0,United Air Lines Inc.
1312,4.0,Envoy Air
1313,60.0,ExpressJet Airlines Inc.
1314,39.0,ExpressJet Airlines Inc.
1315,19.0,United Air Lines Inc.
1316,20.0,United Air Lines Inc.
1317,18.0,Delta Air Lines Inc.
1318,14.0,Delta Air Lines Inc.
1319,-8.0,ExpressJet Airlines Inc.
1320,-26.0,Delta Air Lines Inc.
1321,51.0,Southwest Airlines Co.
1322,1.0,United Air Lines Inc.
1323,6.0,United Air Lines Inc.
1324,0.0,JetBlue Airways
1325,85.0,ExpressJet Airlines Inc.
1326,11.0,JetBlue Airways
1327,8.0,Delta Air Lines Inc.
1328,-4.0,Delta Air Lines Inc.
1329,-1.0,Delta Air Lines Inc.
1330,-8.0,US Airways Inc.
1331,-21.0,JetBlue Airways
1332,45.0,Endeavor Air Inc.
1333,-8.0,Envoy Air
1334,-10.0,Endeavor Air Inc.
1335,-6.0,JetBlue Airways
1336,32.0,Delta Air Lines Inc.
1338,3.0,JetBlue Airways
1339,15.0,JetBlue Airways
1340,4.0,United Air Lines Inc.
1341,34.0,Delta Air Lines Inc.
1342,28.0,ExpressJet Airlines Inc.
1343,1.0,American Airlines Inc.
1344,23.0,JetBlue Airways
1345,14.0,Delta Air Lines Inc.
1346,-13.0,US Airways Inc.
1347,-17.0,JetBlue Airways
1348,14.0,United Air Lines Inc.
1349,1.0,Endeavor Air Inc.
1350,2.0,American Airlines Inc.
1351,33.0,Envoy Air
1352,-5.0,US Airways Inc.
1353,40.0,Delta Air Lines Inc.
1354,-2.0,Envoy Air
1355,-26.0,Delta Air Lines Inc.
1356,-2.0,United Air Lines Inc.
1357,-5.0,US Airways Inc.
1358,32.0,American Airlines Inc.
1359,14.0,United Air Lines Inc.
1360,-1.0,American Airlines Inc.
1361,-1.0,JetBlue Airways
1362,-13.0,Envoy Air
1363,6.0,Endeavor Air Inc.
1364,3.0,JetBlue Airways
1365,11.0,United Air Lines Inc.
1366,41.0,ExpressJet Airlines Inc.
1367,27.0,ExpressJet Airlines Inc.
1368,13.0,United Air Lines Inc.
1369,3.0,Southwest Airlines Co.
1370,-12.0,American Airlines Inc.
1371,32.0,American Airlines Inc.
1372,65.0,Envoy Air
1373,5.0,United Air Lines Inc.
1374,4.0,United Air Lines Inc.
1375,-9.0,United Air Lines Inc.
1376,3.0,Endeavor Air Inc.
1377,20.0,Delta Air Lines Inc.
1378,13.0,Endeavor Air Inc.
1379,-3.0,Envoy Air
1380,-23.0,United Air Lines Inc.
1381,0.0,JetBlue Airways
1382,-8.0,US Airways Inc.
1383,14.0,Endeavor Air Inc.
1384,26.0,Envoy Air
1385,46.0,Envoy Air
1386,119.0,ExpressJet Airlines Inc.
1387,-2.0,American Airlines Inc.
1388,9.0,Envoy Air
1389,-37.0,United Air Lines Inc.
1390,-11.0,American Airlines Inc.
1391,59.0,JetBlue Airways
1392,2.0,Delta Air Lines Inc.
1393,41.0,Envoy Air
1394,43.0,Envoy Air
1395,9.0,United Air Lines Inc.
1396,17.0,Endeavor Air Inc.
1397,38.0,Envoy Air
1398,-1.0,Delta Air Lines Inc.
1399,8.0,JetBlue Airways
1400,6.0,Delta Air Lines Inc.
1401,17.0,Endeavor Air Inc.
1402,30.0,American Airlines Inc.
1403,15.0,Delta Air Lines Inc.
1404,0.0,Endeavor Air Inc.
1405,9.0,United Air Lines Inc.
1406,35.0,United Air Lines Inc.
1408,25.0,JetBlue Airways
1409,45.0,JetBlue Airways
1410,-8.0,Delta Air Lines Inc.
1411,1.0,Delta Air Lines Inc.
1412,8.0,Delta Air Lines Inc.
1413,2.0,ExpressJet Airlines Inc.
1414,-29.0,Delta Air Lines Inc.
1415,-6.0,American Airlines Inc.
1416,109.0,ExpressJet Airlines Inc.
1417,24.0,JetBlue Airways
1418,-4.0,Delta Air Lines Inc.
1419,0.0,United Air Lines Inc.
1420,20.0,American Airlines Inc.
1421,13.0,JetBlue Airways
1422,13.0,United Air Lines Inc.
1423,26.0,AirTran Airways Corporation
1424,63.0,Envoy Air
1425,3.0,United Air Lines Inc.
1426,69.0,ExpressJet Airlines Inc.
1427,12.0,Endeavor Air Inc.
1428,-6.0,United Air Lines Inc.
1429,29.0,Endeavor Air Inc.
1430,35.0,ExpressJet Airlines Inc.
1431,-29.0,Delta Air Lines Inc.
1432,8.0,Delta Air Lines Inc.
1433,81.0,ExpressJet Airlines Inc.
1434,27.0,Envoy Air
1435,20.0,JetBlue Airways
1436,4.0,Delta Air Lines Inc.
1437,10.0,Delta Air Lines Inc.
1438,23.0,United Air Lines Inc.
1439,1.0,Endeavor Air Inc.
1441,67.0,ExpressJet Airlines Inc.
1442,15.0,American Airlines Inc.
1443,14.0,JetBlue Airways
1444,16.0,ExpressJet Airlines Inc.
1445,16.0,Endeavor Air Inc.
1446,9.0,JetBlue Airways
1447,18.0,Envoy Air
1448,15.0,Endeavor Air Inc.
1449,-1.0,Southwest Airlines Co.
1450,20.0,American Airlines Inc.
1451,48.0,United Air Lines Inc.
1452,9.0,United Air Lines Inc.
1453,-5.0,Endeavor Air Inc.
1454,14.0,Delta Air Lines Inc.
1455,20.0,United Air Lines Inc.
1456,102.0,ExpressJet Airlines Inc.
1457,-28.0,Delta Air Lines Inc.
1458,-25.0,JetBlue Airways
1459,6.0,Delta Air Lines Inc.
1460,-5.0,United Air Lines Inc.
1461,23.0,Delta Air Lines Inc.
1462,-30.0,Virgin America
1463,-18.0,Delta Air Lines Inc.
1464,-39.0,United Air Lines Inc.
1465,3.0,Southwest Airlines Co.
1466,-10.0,US Airways Inc.
1467,47.0,ExpressJet Airlines Inc.
1468,-3.0,JetBlue Airways
1469,1.0,Delta Air Lines Inc.
1470,22.0,American Airlines Inc.
1471,96.0,ExpressJet Airlines Inc.
1472,4.0,Envoy Air
1473,10.0,United Air Lines Inc.
1474,24.0,United Air Lines Inc.
1475,-10.0,American Airlines Inc.
1476,-2.0,JetBlue Airways
1477,9.0,United Air Lines Inc.
1478,4.0,JetBlue Airways
1479,-23.0,Delta Air Lines Inc.
1480,-10.0,Delta Air Lines Inc.
1481,-35.0,Virgin America
1482,-12.0,Delta Air Lines Inc.
1483,0.0,Endeavor Air Inc.
1484,7.0,Southwest Airlines Co.
1485,36.0,American Airlines Inc.
1486,25.0,JetBlue Airways
1487,18.0,Envoy Air
1488,22.0,JetBlue Airways
1489,5.0,United Air Lines Inc.
1490,70.0,ExpressJet Airlines Inc.
1491,16.0,American Airlines Inc.
1492,-6.0,US Airways Inc.
1493,5.0,American Airlines Inc.
1494,7.0,United Air Lines Inc.
1496,-12.0,United Air Lines Inc.
1497,7.0,United Air Lines Inc.
1498,12.0,ExpressJet Airlines Inc.
1499,82.0,Southwest Airlines Co.
1500,-18.0,JetBlue Airways
1501,36.0,Envoy Air
1502,38.0,American Airlines Inc.
1503,28.0,American Airlines Inc.
1504,6.0,American Airlines Inc.
1505,2.0,Envoy Air
1506,0.0,AirTran Airways Corporation
1507,7.0,Delta Air Lines Inc.
1508,21.0,Delta Air Lines Inc.
1509,-20.0,Delta Air Lines Inc.
1510,11.0,Delta Air Lines Inc.
1511,-18.0,American Airlines Inc.
1512,2.0,United Air Lines Inc.
1513,-6.0,US Airways Inc.
1514,82.0,ExpressJet Airlines Inc.
1516,-1.0,Frontier Airlines Inc.
1517,6.0,United Air Lines Inc.
1518,-3.0,Delta Air Lines Inc.
1519,19.0,United Air Lines Inc.
1520,-21.0,United Air Lines Inc.
1521,-2.0,JetBlue Airways
1522,69.0,Envoy Air
1523,4.0,American Airlines Inc.
1524,-28.0,United Air Lines Inc.
1525,14.0,ExpressJet Airlines Inc.
1526,-2.0,American Airlines Inc.
1527,-44.0,Delta Air Lines Inc.
1528,-44.0,Delta Air Lines Inc.
1529,15.0,ExpressJet Airlines Inc.
1530,15.0,Envoy Air
1531,5.0,United Air Lines Inc.
1532,28.0,American Airlines Inc.
1533,-5.0,JetBlue Airways
1534,-15.0,Delta Air Lines Inc.
1535,1.0,Delta Air Lines Inc.
1536,71.0,ExpressJet Airlines Inc.
1537,-32.0,United Air Lines Inc.
1538,22.0,Envoy Air
1539,45.0,United Air Lines Inc.
1540,54.0,ExpressJet Airlines Inc.
1541,-13.0,JetBlue Airways
1542,-5.0,JetBlue Airways
1543,5.0,Southwest Airlines Co.
1544,9.0,Southwest Airlines Co.
1546,38.0,JetBlue Airways
1547,80.0,ExpressJet Airlines Inc.
1549,-9.0,American Airlines Inc.
1550,43.0,American Airlines Inc.
1551,-13.0,JetBlue Airways
1552,69.0,ExpressJet Airlines Inc.
1553,-10.0,JetBlue Airways
1554,12.0,Delta Air Lines Inc.
1555,49.0,Endeavor Air Inc.
1556,107.0,US Airways Inc.
1557,-22.0,Delta Air Lines Inc.
1558,-2.0,United Air Lines Inc.
1559,99.0,ExpressJet Airlines Inc.
1560,1.0,Envoy Air
1561,10.0,Envoy Air
1562,120.0,ExpressJet Airlines Inc.
1563,3.0,United Air Lines Inc.
1564,28.0,JetBlue Airways
1565,12.0,United Air Lines Inc.
1566,85.0,ExpressJet Airlines Inc.
1567,2.0,American Airlines Inc.
1568,35.0,JetBlue Airways
1569,106.0,Southwest Airlines Co.
1570,-7.0,Southwest Airlines Co.
1571,-41.0,JetBlue Airways
1572,47.0,United Air Lines Inc.
1573,1.0,Alaska Airlines Inc.
1574,81.0,ExpressJet Airlines Inc.
1575,-15.0,Envoy Air
1576,-30.0,Endeavor Air Inc.
1577,-51.0,Delta Air Lines Inc.
1578,19.0,United Air Lines Inc.
1579,3.0,US Airways Inc.
1580,-26.0,Delta Air Lines Inc.
1581,14.0,Delta Air Lines Inc.
1582,9.0,United Air Lines Inc.
1583,77.0,ExpressJet Airlines Inc.
1584,-15.0,United Air Lines Inc.
1585,13.0,Delta Air Lines Inc.
1586,-21.0,JetBlue Airways
1587,8.0,United Air Lines Inc.
1588,-24.0,Envoy Air
1589,55.0,JetBlue Airways
1590,-23.0,Delta Air Lines Inc.
1591,11.0,United Air Lines Inc.
1592,44.0,US Airways Inc.
1593,-24.0,JetBlue Airways
1594,-25.0,Delta Air Lines Inc.
1595,-20.0,American Airlines Inc.
